Id,tipo_moradia,localizacao,andares,nota_casa,ano_contrucao,banheiros,vagas_garagem,cozinhas,banheiros,tamanho(em pés quadrados),tamanho lote (n útil)
1736,Densidade Residencial Baixa,Sawyer,1 andar,6,1962,3,1.0,1,2.0,912,7150
1737,Densidade Residencial Baixa,Veenker,1 andar,8,1980,2,3.0,1,3.0,2014,15676
1738,Densidade Residencial Baixa,Northridge,2 andares,8,1991,3,2.0,1,4.0,1755,11949
1739,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2004,3,3.0,1,3.0,3005,2880
1740,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2008,2,2.0,1,3.0,1726,3830
1741,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2008,1,2.0,1,3.0,1256,4217
1742,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2000,2,2.0,1,4.0,1512,2998
1743,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,1999,3,2.0,1,4.0,1452,3768
1744,Densidade Residencial Baixa,Veenker,1 andar,9,1977,2,2.0,1,3.0,1694,14694
1745,Densidade Residencial Baixa,Veenker,1 andar,5,1981,2,2.0,1,2.0,1740,15417
1746,Densidade Residencial Baixa,Veenker,2 andares,5,1976,4,2.0,1,3.0,2499,9600
1747,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1974,3,2.0,1,3.0,2067,12732
1748,Densidade Residencial Baixa,Northwest Ames,2 andares,7,1967,5,2.0,1,3.0,2640,10400
1749,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1969,3,2.0,1,3.0,1336,9600
1750,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1969,3,1.0,1,2.0,1216,9000
1751,Densidade Residencial Baixa,Northwest Ames,2 andares,7,1977,4,2.0,1,3.0,2288,13774
1752,Densidade Residencial Baixa,NAmes,1 andar,6,1967,2,1.0,1,2.0,864,7130
1753,Densidade Residencial Baixa,NAmes,1 andar,5,1967,3,2.0,1,2.0,1568,9600
1754,Densidade Residencial Baixa,Northwest Ames,2 andares,5,1974,4,2.0,1,4.0,2061,9600
1755,Densidade Residencial Baixa,Northwest Ames,2 andares,5,1971,3,2.0,1,3.0,1320,16500
1756,Densidade Residencial Baixa,NAmes,1 andar,7,1960,2,2.0,1,2.0,894,7436
1757,Densidade Residencial Baixa,NAmes,1 andar,7,1959,3,1.0,1,1.0,864,8125
1758,Densidade Residencial Baixa,NAmes,1 andar,5,1957,3,3.0,1,2.0,1362,9450
1759,Densidade Residencial Baixa,NAmes,1 andar,6,1956,3,2.0,1,3.0,1728,13495
1760,Densidade Residencial Baixa,NAmes,1 andar,6,1961,3,2.0,1,3.0,1313,9350
1761,Densidade Residencial Baixa,NAmes,1 andar,5,1964,3,2.0,1,3.0,1292,10500
1762,Densidade Residencial Baixa,NAmes,2 andares,6,1965,4,2.0,1,3.0,2140,8970
1763,Densidade Residencial Baixa,NAmes,2 andares,6,1961,4,2.0,1,2.0,1576,11475
1764,Densidade Residencial Baixa,NAmes,1 andar,5,1955,2,1.0,1,2.0,960,9768
1765,Densidade Residencial Baixa,NAmes,1 andar,5,1967,2,2.0,1,2.0,1691,9900
1766,Densidade Residencial Baixa,NAmes,1 andar,6,1961,3,2.0,1,3.0,1453,10573
1767,Densidade Residencial Baixa,NAmes,1 andar,8,1966,2,2.0,1,3.0,1567,14695
1768,Densidade Residencial Baixa,NAmes,1 andar,7,1956,3,1.0,1,2.0,1144,8760
1769,Densidade Residencial Baixa,NAmes,1 andar,6,1960,3,2.0,1,2.0,1329,12285
1770,Densidade Residencial Baixa,NAmes,1 andar,8,1959,3,1.0,1,3.0,988,9240
1771,Densidade Residencial Baixa,NAmes,1 andar,5,1956,3,1.0,1,2.0,1202,8750
1772,Densidade Residencial Baixa,NAmes,1 andar,5,1955,3,1.0,1,2.0,1382,8750
1773,Densidade Residencial Baixa,NAmes,1 andar,5,1956,3,1.0,1,2.0,1200,10400
1774,Densidade Residencial Baixa,NAmes,1 andar,4,1958,4,2.0,2,2.0,1866,9482
1775,Densidade Residencial Baixa,NAmes,1 andar,7,1954,3,1.0,1,2.0,1062,8128
1776,Densidade Residencial Baixa,NAmes,1 andar,5,1951,2,2.0,1,1.0,1112,13070
1777,Densidade Residencial Baixa,NAmes,1 andar,6,1945,2,1.0,1,2.0,793,8480
1778,Densidade Residencial Baixa,NAmes,1 andar,8,1952,2,1.0,1,2.0,1031,7626
1779,Densidade Residencial Baixa,NAmes,1 andar,5,1953,2,1.0,1,2.0,1210,9533
1780,Densidade Residencial Baixa,NAmes,2 andares,7,1948,3,2.0,1,3.0,1527,11419
1781,Densidade Residencial Baixa,NAmes,1 andar,6,1950,3,1.0,1,1.0,1200,9600
1782,Densidade Residencial Baixa,Old Town,1 andar,5,1958,2,1.0,1,1.0,792,5470
1783,Densidade Residencial Baixa,Old Town,2 andares,7,1939,4,2.0,1,3.0,1352,10800
1784,Densidade Residencial Baixa,Old Town,2 andares,8,1900,2,1.0,1,1.0,1039,8146
1785,Densidade Residencial Baixa,Old Town,1 andar,7,1925,3,1.0,1,1.0,1078,10230
1786,Densidade Residencial Baixa,Old Town,2 andares,5,1915,3,2.0,1,2.0,2377,10410
1787,Densidade Residencial Baixa,Old Town,2 andares,9,1910,4,2.0,1,2.0,1690,7200
1788,Densidade Residencial Baixa,Old Town,1 andar,5,1940,2,0.0,1,2.0,599,5400
1789,Densidade Residencial Baixa,Old Town,1 andar,7,1920,2,2.0,1,1.0,846,10800
1790,Densidade Residencial Baixa,Old Town,1 andar,5,1890,1,1.0,1,2.0,725,10800
1791,Densidade Residencial Baixa,NAmes,2 andares,5,1969,6,3.0,2,4.0,2544,9671
1792,Densidade Residencial Baixa,NAmes,1 andar,7,1963,3,1.0,1,2.0,1380,10143
1793,Densidade Residencial Baixa,NAmes,1 andar,4,1967,3,2.0,1,2.0,1040,11500
1794,Densidade Residencial Baixa,NAmes,1 andar,9,1958,2,2.0,1,2.0,951,8010
1795,Densidade Residencial Baixa,NAmes,1 andar,6,1957,3,1.0,1,1.0,1105,10454
1796,Densidade Residencial Baixa,NAmes,1 andar,6,1958,2,1.0,1,1.0,1142,9000
1797,Densidade Residencial Baixa,NAmes,2 andares,5,1950,3,2.0,1,1.0,1133,8064
1798,Densidade Residencial Baixa,NAmes,1 andar,6,1958,3,1.0,1,1.0,1041,7350
1799,Densidade Residencial Baixa,NAmes,1 andar,7,1952,2,1.0,1,2.0,732,7200
1800,Densidade Residencial Baixa,NAmes,2 andares,5,1959,3,1.0,1,2.0,1183,8000
1801,Densidade Residencial Baixa,NAmes,2 andares,7,1949,4,1.0,1,2.0,1461,10800
1802,Densidade Residencial Baixa,NAmes,2 andares,7,1948,3,2.0,1,1.0,1495,8064
1803,Densidade Residencial Baixa,NAmes,2 andares,5,1964,4,2.0,1,2.0,1806,7570
1804,Densidade Residencial Baixa,NAmes,2 andares,7,1978,2,2.0,1,2.0,941,8604
1805,Densidade Residencial Baixa,NAmes,1 andar,6,1963,3,1.0,1,2.0,1045,7936
1806,Densidade Residencial Média,Old Town,2 andares,8,1935,3,1.0,1,1.0,1378,4080
1807,Densidade Residencial Média,Old Town,2 andares,5,1910,4,2.0,2,3.0,1944,10307
1808,Densidade Residencial Média,Old Town,2 andares,8,1910,3,2.0,1,2.0,1306,15660
1809,Densidade Residencial Média,Old Town,2 andares,8,1910,3,0.0,1,2.0,1464,9900
1810,Densidade Residencial Média,Old Town,2 andares,6,1939,3,2.0,1,2.0,1558,6406
1811,Densidade Residencial Média,Old Town,2 andares,6,1920,4,0.0,2,2.0,1701,7627
1812,Densidade Residencial Média,Old Town,2 andares,5,1910,3,0.0,1,1.0,1447,10134
1813,Densidade Residencial Média,Old Town,2 andares,7,1950,3,1.0,1,2.0,1328,6000
1814,Densidade Residencial Média,Old Town,1 andar,6,1920,2,2.0,1,1.0,861,7404
1815,Densidade Residencial Média,Old Town,1 andar,4,1940,1,1.0,1,1.0,612,5925
1816,Densidade Residencial Média,Old Town,1 andar,8,1923,2,1.0,1,1.0,792,8520
1817,Densidade Residencial Média,Old Town,2 andares,4,1910,3,2.0,1,2.0,1510,9600
1818,Densidade Residencial Média,Old Town,2 andares,7,1900,3,1.0,1,2.0,2007,8400
1819,Densidade Residencial Média,Old Town,2 andares,7,1917,3,1.0,1,2.0,1288,3600
1820,C (all),Old Town,1 andar,3,1910,2,0.0,1,1.0,816,3300
1821,Densidade Residencial Média,Old Town,2 andares,6,1920,3,1.0,1,1.0,1480,5400
1822,Densidade Residencial Média,Old Town,2 andares,7,1910,4,3.0,1,1.0,1521,9720
1823,C (all),Iowa DOT and Rail Road,1 andar,3,1900,2,0.0,1,1.0,797,9392
1824,Densidade Residencial Baixa,Brookside,1 andar,6,1923,3,1.0,1,1.0,1432,6615
1825,Densidade Residencial Baixa,Brookside,2 andares,7,1930,3,1.0,1,2.0,1654,4960
1826,Densidade Residencial Média,Brookside,2 andares,5,1924,3,1.0,1,1.0,1142,6000
1827,Densidade Residencial Média,Brookside,1 andar,6,1925,2,1.0,1,1.0,995,6120
1828,Densidade Residencial Média,Brookside,2 andares,6,1938,3,1.0,1,2.0,1582,6120
1829,Densidade Residencial Média,Brookside,1 andar,5,1925,2,5.0,1,2.0,1072,8635
1830,Densidade Residencial Média,Old Town,2 andares,6,1915,3,2.0,1,2.0,1768,8094
1831,Densidade Residencial Média,Old Town,2 andares,8,1915,3,1.0,1,2.0,1944,9928
1832,Densidade Residencial Média,Old Town,2 andares,1,1922,4,0.0,2,2.0,2128,3000
1833,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,5,1927,4,1.0,1,3.0,1930,6876
1834,Densidade Residencial Média,Old Town,2 andares,7,1915,3,1.0,1,1.0,1427,5775
1835,Densidade Residencial Média,Old Town,2 andares,5,1902,6,0.0,1,3.0,1864,5852
1836,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,6,1927,3,1.0,1,1.0,1666,5160
1837,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,6,1923,1,0.0,1,2.0,892,5160
1838,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,7,1915,3,1.0,1,3.0,1403,10320
1839,Densidade Residencial Baixa,Sawyer,1 andar,9,1946,2,1.0,1,2.0,704,4280
1840,Densidade Residencial Baixa,Edwards,1 andar,5,1987,3,0.0,1,6.0,1200,10800
1841,Densidade Residencial Baixa,Edwards,2 andares,5,1978,2,1.0,2,4.0,1152,10547
1842,Densidade Residencial Baixa,Edwards,2 andares,3,1934,4,1.0,1,3.0,1112,9780
1843,Densidade Residencial Baixa,Sawyer,1 andar,6,1967,3,1.0,1,2.0,1052,11625
1844,Densidade Residencial Baixa,Sawyer,2 andares,5,1978,3,2.0,1,2.0,1034,8014
1845,Densidade Residencial Baixa,Sawyer,2 andares,5,1961,4,1.0,1,2.0,1774,15400
1846,Densidade Residencial Baixa,Sawyer,2 andares,5,1960,3,2.0,1,2.0,1138,15312
1847,Densidade Residencial Baixa,Clear Creek,2 andares,5,1956,4,1.0,1,3.0,2071,15584
1848,Densidade Residencial Baixa,Sawyer,1 andar,2,1947,2,0.0,1,1.0,660,9000
1849,Densidade Residencial Baixa,Edwards,1 andar,5,1954,2,2.0,1,1.0,1383,15635
1850,Densidade Residencial Baixa,Edwards,1 andar,5,1956,2,1.0,1,2.0,1073,9571
1851,Densidade Residencial Baixa,Edwards,2 andares,7,1946,3,1.0,1,2.0,1639,9350
1852,Densidade Residencial Baixa,Edwards,1 andar,6,1954,3,1.0,1,2.0,1089,7440
1853,Densidade Residencial Baixa,Edwards,1 andar,5,1984,2,1.0,1,3.0,1049,4235
1854,Densidade Residencial Baixa,Sawyer West,2 andares,6,1990,1,2.0,1,3.0,1061,10778
1855,Densidade Residencial Baixa,Sawyer West,2 andares,5,1983,2,2.0,1,2.0,1338,19255
1856,Densidade Residencial Baixa,Sawyer West,2 andares,5,1993,3,2.0,1,4.0,1879,10560
1857,Densidade Residencial Baixa,Sawyer West,2 andares,7,1880,4,2.0,1,1.0,2016,26400
1858,Densidade Residencial Baixa,Sawyer West,2 andares,5,1979,6,2.0,2,2.0,2228,7018
1859,Densidade Residencial Baixa,Sawyer West,1 andar,5,1979,4,2.0,2,2.0,1535,7018
1860,Densidade Residencial Baixa,Sawyer West,2 andares,5,1979,2,2.0,2,4.0,1229,7040
1861,Densidade Residencial Baixa,Sawyer West,1 andar,5,1979,4,2.0,2,2.0,1513,7007
1862,Densidade Residencial Baixa,Sawyer West,2 andares,5,2000,6,4.0,2,8.0,2787,11855
1863,Densidade Residencial Baixa,Sawyer West,2 andares,5,2000,6,4.0,2,8.0,2787,7939
1864,Densidade Residencial Baixa,Sawyer West,2 andares,5,2000,6,4.0,2,8.0,2787,7976
1865,Densidade Residencial Baixa,College Creek,1 andar,5,2009,1,3.0,1,3.0,1680,10933
1866,Densidade Residencial Baixa,College Creek,1 andar,5,2008,3,3.0,1,3.0,1720,10816
1867,Densidade Residencial Baixa,College Creek,1 andar,5,2008,3,3.0,1,2.0,1468,9178
1868,Densidade Residencial Baixa,College Creek,1 andar,5,2007,3,2.0,1,3.0,1838,11422
1869,Densidade Residencial Baixa,College Creek,1 andar,5,2007,2,2.0,1,3.0,1290,6762
1870,Densidade Residencial Baixa,College Creek,1 andar,5,2008,2,3.0,1,3.0,1254,10324
1871,Densidade Residencial Baixa,College Creek,1 andar,5,2005,3,3.0,1,2.0,1498,11645
1872,Densidade Residencial Baixa,College Creek,2 andares,5,2005,3,2.0,1,3.0,1422,11646
1873,Densidade Residencial Baixa,Clear Creek,2 andares,5,1992,3,2.0,1,4.0,1759,16698
1874,Densidade Residencial Baixa,College Creek,1 andar,7,1994,3,1.0,1,2.0,990,9757
1875,Densidade Residencial Baixa,College Creek,1 andar,5,1998,3,2.0,1,3.0,1463,14753
1876,Densidade Residencial Baixa,College Creek,2 andares,5,1998,3,2.0,1,4.0,1772,8750
1877,Densidade Residencial Baixa,College Creek,1 andar,5,2002,3,2.0,1,3.0,1444,10739
1878,Densidade Residencial Baixa,College Creek,1 andar,5,2001,3,2.0,1,2.0,1492,11166
1879,Densidade Residencial Baixa,College Creek,1 andar,5,1978,3,1.0,1,1.0,907,16269
1880,Densidade Residencial Baixa,College Creek,1 andar,7,1979,2,2.0,1,2.0,914,6950
1881,Densidade Residencial Baixa,College Creek,1 andar,5,2002,3,3.0,1,3.0,1611,11664
1882,Densidade Residencial Baixa,College Creek,2 andares,5,2003,4,2.0,1,3.0,2184,12334
1883,Densidade Residencial Baixa,College Creek,2 andares,5,2002,3,2.0,1,3.0,1725,8749
1884,Densidade Residencial Baixa,College Creek,2 andares,5,2001,3,2.0,1,3.0,1870,11250
1885,Densidade Residencial Baixa,College Creek,1 andar,5,1999,2,2.0,1,3.0,1513,15750
1886,Densidade Residencial Baixa,College Creek,1 andar,5,2002,3,2.0,1,3.0,1828,12782
1887,Densidade Residencial Baixa,College Creek,1 andar,5,1997,3,2.0,1,3.0,1417,8750
1888,Densidade Residencial Baixa,College Creek,1 andar,5,2007,3,3.0,1,3.0,1602,10200
1889,Densidade Residencial Baixa,College Creek,2 andares,5,2007,3,2.0,1,3.0,1396,11069
1890,Densidade Residencial Baixa,Edwards,1 andar,6,1960,3,1.0,1,2.0,1149,10682
1891,Densidade Residencial Média,Edwards,2 andares,5,2005,2,2.0,1,2.0,1072,3675
1892,Densidade Residencial Baixa,Edwards,1 andar,5,1959,3,1.0,1,1.0,876,6410
1893,Densidade Residencial Baixa,Edwards,1 andar,5,1950,3,1.0,1,2.0,1368,11767
1894,Densidade Residencial Baixa,Edwards,1 andar,5,1959,6,0.0,2,2.0,1678,10926
1895,Densidade Residencial Baixa,Edwards,1 andar,5,1956,2,1.0,1,1.0,1560,11767
1896,Densidade Residencial Baixa,Edwards,2 andares,6,1941,3,1.0,1,1.0,1298,8212
1897,Densidade Residencial Alta,South & West of Iowa State University,2 andares,4,1938,3,1.0,1,2.0,1268,6300
1898,Densidade Residencial Baixa,South & West of Iowa State University,2 andares,6,1935,3,1.0,1,2.0,1242,5707
1899,Densidade Residencial Baixa,Crawford,1 andar,8,1916,3,2.0,1,1.0,1232,8574
1900,Densidade Residencial Baixa,Crawford,2 andares,8,1918,3,1.0,1,1.0,1228,7155
1901,Densidade Residencial Baixa,Crawford,2 andares,6,1940,2,2.0,1,3.0,1567,13680
1902,Densidade Residencial Baixa,Crawford,1 andar,4,1960,2,1.0,1,1.0,1273,14680
1903,Densidade Residencial Baixa,Crawford,2 andares,6,1940,5,2.0,2,3.0,2480,8145
1904,Densidade Residencial Baixa,Crawford,1 andar,6,1954,2,1.0,1,2.0,1112,9100
1905,Densidade Residencial Baixa,Crawford,1 andar,6,1960,3,2.0,1,3.0,1561,13339
1906,Densidade Residencial Baixa,Crawford,2 andares,7,1949,3,1.0,1,3.0,1523,15600
1907,Densidade Residencial Baixa,Crawford,1 andar,5,1954,3,2.0,1,3.0,1906,17500
1908,Densidade Residencial Média,Bluestem,2 andares,6,1980,2,2.0,1,1.0,1032,1733
1909,Densidade Residencial Média,Bluestem,2 andares,6,1980,2,2.0,1,3.0,1229,1488
1910,Densidade Residencial Média,Bluestem,2 andares,6,1980,2,2.0,1,2.0,1229,1612
1911,Densidade Residencial Baixa,Crawford,2 andares,6,1986,3,2.0,1,4.0,1982,13607
1912,Densidade Residencial Baixa,Crawford,1 andar,9,1971,3,2.0,1,3.0,2365,17597
1913,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,6,1900,5,2.0,1,2.0,2168,8660
1914,C (all),Iowa DOT and Rail Road,1 andar,6,1925,2,1.0,1,1.0,572,10200
1915,Densidade Residencial Média,Crawford,1 andar,5,2007,2,2.0,1,4.0,1648,3843
1916,,Iowa DOT and Rail Road,1 andar,4,1910,1,1.0,1,1.0,810,21780
1917,Densidade Residencial Baixa,Mitchell,2 andares,5,2000,3,3.0,1,3.0,2052,10125
1918,Densidade Residencial Baixa,Mitchell,2 andares,6,1977,2,1.0,1,2.0,926,9750
1919,Densidade Residencial Baixa,Mitchell,2 andares,7,1977,2,2.0,1,3.0,1287,9360
1920,Densidade Residencial Baixa,Mitchell,1 andar,5,1991,2,2.0,1,3.0,1595,11070
1921,Densidade Residencial Baixa,Timberland,1 andar,5,2008,3,3.0,1,3.0,2036,13438
1922,Densidade Residencial Baixa,Timberland,1 andar,5,2008,3,3.0,1,3.0,1641,14463
1923,Densidade Residencial Baixa,Timberland,2 andares,8,1980,3,2.0,1,3.0,2237,9839
1924,Densidade Residencial Baixa,Timberland,2 andares,5,1987,3,2.0,1,5.0,1479,14419
1925,Densidade Residencial Baixa,Timberland,2 andares,5,2003,3,2.0,1,3.0,2014,9157
1926,Densidade Residencial Baixa,Timberland,1 andar,5,2007,2,3.0,1,3.0,1978,12633
1927,Densidade Residencial Baixa,Mitchell,1 andar,7,1968,3,1.0,1,1.0,1008,12518
1928,Densidade Residencial Baixa,Mitchell,1 andar,5,1969,3,2.0,1,2.0,1404,13383
1929,Densidade Residencial Baixa,Mitchell,2 andares,8,1972,2,1.0,1,2.0,796,7689
1930,Densidade Residencial Baixa,Mitchell,2 andares,5,1993,2,1.0,1,2.0,1091,7706
1931,Densidade Residencial Baixa,Mitchell,2 andares,6,1992,2,2.0,1,2.0,883,7669
1932,Densidade Residencial Baixa,Mitchell,2 andares,5,1992,3,2.0,1,2.0,1287,10429
1933,Densidade Residencial Baixa,Mitchell,2 andares,7,1969,4,2.0,1,2.0,1632,10457
1934,Densidade Residencial Baixa,Gilbert,2 andares,5,1997,3,2.0,1,3.0,1604,8702
1935,Densidade Residencial Baixa,Gilbert,2 andares,5,1995,3,2.0,1,3.0,1470,8139
1936,Densidade Residencial Baixa,Gilbert,2 andares,5,1998,3,2.0,1,3.0,1604,9535
1937,Densidade Residencial Baixa,Gilbert,2 andares,5,1996,3,2.0,1,3.0,1636,15038
1938,Densidade Residencial Baixa,Gilbert,1 andar,5,1996,3,2.0,1,3.0,1384,14137
1939,Densidade Residencial Baixa,Stone Brook,1 andar,5,1997,1,2.0,1,3.0,1682,6264
1940,Densidade Residencial Baixa,Stone Brook,1 andar,5,1992,2,2.0,1,2.0,1280,5070
1941,Densidade Residencial Baixa,Gilbert,2 andares,5,1998,3,2.0,1,3.0,1633,11184
1942,Densidade Residencial Baixa,Gilbert,2 andares,5,1991,3,2.0,1,4.0,1709,14067
1943,Densidade Residencial Baixa,Stone Brook,1 andar,5,1989,2,2.0,1,3.0,1337,5950
1944,Densidade Residencial Baixa,Stone Brook,2 andares,5,2005,5,3.0,1,4.0,2500,13543
1945,Densidade Residencial Baixa,Stone Brook,1 andar,5,2004,2,3.0,1,3.0,1884,15401
1946,Densidade Residencial Baixa,Gilbert,1 andar,2,1952,3,2.0,1,1.0,1474,31220
1947,Densidade Residencial Baixa,Stone Brook,1 andar,5,2007,2,2.0,1,3.0,1710,8118
1948,Densidade Residencial Baixa,Gilbert,1 andar,5,1950,3,2.0,1,3.0,1488,47280
1949,Densidade Residencial Baixa,Northwest Ames,1 andar,6,1988,2,2.0,1,3.0,1688,12680
1950,Densidade Residencial Baixa,Northwest Ames,1 andar,7,1983,3,2.0,1,3.0,1260,10825
1951,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1978,3,2.0,1,3.0,2064,18559
1952,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1979,3,2.0,1,3.0,1782,14450
1953,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1976,3,2.0,1,3.0,1211,13068
1954,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1980,3,2.0,1,3.0,2044,10400
1955,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1969,3,2.0,1,2.0,1308,9743
1956,Densidade Residencial Baixa,Northwest Ames,2 andares,7,1978,4,4.0,1,4.0,2840,12511
1957,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1976,2,2.0,1,2.0,1444,10400
1958,Densidade Residencial Baixa,Northwest Ames,2 andares,5,1996,4,3.0,1,4.0,2340,14311
1959,Densidade Residencial Baixa,NAmes,2 andares,5,1974,4,2.0,2,4.0,1792,9000
1960,Densidade Residencial Baixa,NAmes,1 andar,6,1969,2,1.0,1,1.0,936,10295
1961,Densidade Residencial Baixa,NAmes,1 andar,5,1971,3,2.0,1,2.0,864,7560
1962,Densidade Residencial Média,Briardale,2 andares,5,1973,2,1.0,1,3.0,987,1680
1963,Densidade Residencial Média,Briardale,2 andares,6,1972,2,1.0,1,2.0,987,1890
1964,Densidade Residencial Média,Briardale,2 andares,5,1972,3,1.0,1,3.0,1302,1680
1965,Densidade Residencial Baixa,Northpark Villa,2 andares,6,1975,4,2.0,1,3.0,1456,2308
1966,Densidade Residencial Baixa,Northpark Villa,1 andar,6,1977,2,2.0,1,2.0,1055,2529
1967,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2007,3,3.0,1,3.0,1582,12704
1968,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2007,4,3.0,1,4.0,2464,13693
1969,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2007,2,3.0,1,3.0,1950,14418
1970,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2006,4,3.0,1,4.0,2748,13418
1971,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2005,4,4.0,1,4.0,2790,12539
1972,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2005,3,3.0,1,4.0,2331,12151
1973,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2007,4,3.0,1,3.0,2088,8899
1974,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2004,4,3.0,1,4.0,2332,10574
1975,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2003,1,3.0,1,4.0,2470,12720
1976,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2003,2,3.0,1,3.0,1575,10845
1977,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2001,4,3.0,1,4.0,2649,16900
1978,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2003,4,3.0,1,3.0,2690,16451
1979,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2008,2,3.0,1,3.0,1866,10110
1980,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2005,2,2.0,1,2.0,1367,12304
1981,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2007,2,3.0,1,3.0,1800,8232
1982,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2006,2,2.0,1,3.0,1342,6240
1983,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2006,2,2.0,1,2.0,1342,6240
1984,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2003,2,2.0,1,3.0,1626,2448
1985,Densidade Residencial Baixa,Bloomington Heights,1 andar,5,2003,2,3.0,1,3.0,1455,3940
1986,Densidade Residencial Média,Bloomington Heights,1 andar,5,2004,2,3.0,1,3.0,1576,3940
1987,Densidade Residencial Baixa,Bloomington Heights,1 andar,5,2007,2,2.0,1,2.0,1246,3710
1988,Densidade Residencial Baixa,Gilbert,2 andares,5,2004,3,2.0,1,3.0,1515,9024
1989,Densidade Residencial Baixa,Gilbert,2 andares,5,2002,3,2.0,1,3.0,1720,8010
1990,Densidade Residencial Baixa,Gilbert,2 andares,5,2003,4,2.0,1,3.0,1986,8396
1991,Densidade Residencial Baixa,Northridge Heights,1 andar,6,2007,2,2.0,1,3.0,1358,7301
1992,Densidade Residencial Baixa,Gilbert,2 andares,5,2000,3,2.0,1,3.0,1892,8220
1993,Densidade Residencial Baixa,Gilbert,2 andares,5,2002,3,2.0,1,3.0,1414,7750
1994,Densidade Residencial Baixa,Gilbert,2 andares,5,1999,4,2.0,1,3.0,2322,12460
1995,Densidade Residencial Baixa,Gilbert,2 andares,5,1999,3,2.0,1,3.0,1651,8390
1996,Densidade Residencial Baixa,Northridge,2 andares,5,1997,3,2.0,1,3.0,2199,9660
1997,Densidade Residencial Baixa,Northridge,2 andares,5,2000,4,3.0,1,3.0,2172,11000
1998,Densidade Residencial Baixa,Northridge,1 andar,5,1998,2,3.0,1,3.0,2006,11675
1999,Densidade Residencial Baixa,Northridge,2 andares,5,1996,4,2.0,1,4.0,2125,10990
2000,Densidade Residencial Baixa,Northridge,2 andares,7,1995,4,3.0,1,3.0,2501,11929
2001,Densidade Residencial Baixa,Northridge,2 andares,5,1993,4,3.0,1,4.0,2197,10010
2002,Densidade Residencial Baixa,Somerset,1 andar,5,2006,3,3.0,1,3.0,1578,13253
2003,Densidade Residencial Baixa,Somerset,2 andares,5,2007,3,3.0,1,3.0,1861,9801
2004,Densidade Residencial Baixa,Somerset,2 andares,5,2007,3,3.0,1,4.0,1874,9428
2005,Densidade Residencial Baixa,Somerset,1 andar,5,2006,3,2.0,1,2.0,1460,10037
2006,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2007,3,2.0,1,2.0,1372,8640
2007,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2007,3,3.0,1,2.0,1660,10625
2008,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2007,2,2.0,1,3.0,1218,7500
2009,Densidade Residencial Baixa,Sawyer West,2 andares,5,2003,3,2.0,1,4.0,1696,10110
2010,Densidade Residencial Baixa,Sawyer West,2 andares,5,2003,3,2.0,1,3.0,1663,12774
2011,Densidade Residencial Baixa,Sawyer West,1 andar,5,2005,3,0.0,1,2.0,1175,13072
2012,Densidade Residencial Baixa,Sawyer West,1 andar,5,2007,3,2.0,1,2.0,1162,9260
2013,Densidade Residencial Baixa,Sawyer West,2 andares,5,1995,3,2.0,1,3.0,1609,8453
2014,Densidade Residencial Baixa,Sawyer West,2 andares,5,1993,3,2.0,1,4.0,1680,8480
2015,Densidade Residencial Baixa,Sawyer West,2 andares,5,1994,3,2.0,1,3.0,1657,14565
